warehouse,product,alpha,unit_code,long_description,nominal_key,purchase_key,analysis_a,analysis_b,last_supplier,physical_qty,on_order_qty,current_cost,min_stock_level
ES,ELLISCP396,ELECTR,EACH,LINEAR SCALE GLASS,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELLLAMP407,ELECTR,EACH,LAMP REO 37H 2024 44,E99,E99,099,OBS,ia01,0,0,0,0
ES,ELLOAMG549,ELECTR,EACH,DILOAM - G CONTACTOR 24 VOLTS DC,099,099,099,ELEC,CASH,0,0,199.57,0
ES,ELLRIOD103,ELECTR,EACH,LRI OVERLOADS 9303 0125-0140,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLRIOV104,ELECTR,EACH,LRI OVERLOADS 9301 010-0.16,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLRIOV105,ELECTR,EACH,LRI OVERLOADS 9302 0.16-0.25,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLSOCK397,ELECTR,EACH,LAMP SOCKET 2466 410300,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELLSSTB377,ELECTR,EACH,LAVATO COMBINE START STOP BUTTONS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLSWCH473,ELECTR,EACH,SINGLE-POLE LIGHT SWICHES,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELLTCON272,ELECTR,EACH,TELEMECANIQUE CONTACTORS 2510 LCDID,E99,E99,099,OBS,,0,0,0,0
ES,ELM12VS379,ELECTR,EACH,M12 12V SENSOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELM2319B36,ELECTR,EACH,MONOSTAT 2319 BOBST,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELM55NU275,ELECTR,EACH,M5SEMI BRT NUTS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELM6DMU274,ELECTR,EACH,M6 DOME NUTS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELM6MLR485,ELECTR,EACH,NZM6 200 MOELLER CIRCUIT,E99,E99,099,OBS,BA22,0,0,0,0
ES,ELMACKI145,ELECTR,EACH,M\CYLINDER KITS 788,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMAGHEA49,ELECTR,EACH,MAGNETIC HEADS011686,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMAGHSE53,ELECTR,EACH,MAGNETIC HEA SENATOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMAHESE50,ELECTR,EACH,MAGNETIC HEADS SETS,E99,E99,099,ELEC,FM01,1,0,3018.03,0
ES,ELMASCY146,ELECTR,EACH,M\CYLINDER KIT K7159,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMELIO528,ELECTR,EACH,CAMELION BATTERIES,099,099,099,ELEC,Unknown,0,0,3.47,0
ES,ELMF275C40,ELECTR,EACH,162MFD CAPACITORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMF450C39,ELECTR,EACH,10MFD 450V CAPACITOS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMG25A364,ELECTR,EACH,MG CONTACTORS 25AMP,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMHCCL161,ELECTR,EACH,METAL HALIDE C-CLIPS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMHL5K162,ELECTR,EACH,METAL HALIDE LAMPS AM 529 X5KW,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELMHLAM164,ELECTR,EACH,METAL LAMPS AM 562*\S,E99,E99,099,ELEC,IH02,0,0,294.975,0
ES,ELMS6CC268,ELECTR,EACH,MULTSTRAND 6 CORE CABLE,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELMSTAR362,ELECTR,EACH,MANUAL MOTOR STARTER COMPLETE,E99,E99,099,OBS,,0,0,0,0
ES,ELMSTER529,ELECTR,EACH,LITE MASTER 4X2,099,099,,OBS,Unknown,0,0,17.39,0
ES,ELMSWIT304,ELECTR,EACH,MICRO SWITCHES,E99,E99,099,OBS,FM01,0,0,72.41,0
ES,ELMTRCD420,ELECTR,EACH,MOTORCARD P 8901 3022852,E99,E99,099,OBS,ia01,0,0,0,0
ES,ELMVBRD439,ELECTR,EACH,MV/SC BOARD 4140 SCHNEIDER SENATOR,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELMX25B289,ELECTR,EACH,M.8*25 HT BOLTS,E99,E99,099,ELEC,BG02,0,0,0.1826087,0
ES,ELMX30B290,ELECTR,EACH,M.8*30 HT BOLTS,099,099,099,ELEC,CT BOLTS,0,0,0.0748,0
ES,ELN663AM24,ELECTR,EACH,N6-63-63AMP ISOLATOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELNB63T552,,EACH,MCB NB1-63 T/P 6KA,099,099,099,ELEC,Unknown,0,0,13.09,0
ES,ELNO3NC518,ELECTR,EACH,SNAP ON AUXILLIARY SWITCH NO 3NC,099,099,099,ELEC,LN10,8,0,68,0
ES,ELNPLUG401,ELECTR,EACH,16 AMPS NOVA PLUG,099,099,099,ELEC,LN10,15,0,3,0
ES,ELNTOI319,ELECTR,EACH,PROLONG ENGINE OIL,E99,E99,099,OBS,,0,0,0,0
ES,ELNVALV318,ELECTR,EACH,NAMUR VALVE 0820-022,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELNVSKT400,ELECTR,EACH,16 AMP NOVA SOCKET,E99,E99,099,ELEC,LA23,0,0,26.957,0
ES,ELOA80E415,ELECTR,EACH,3TH 2031 - OA 80E SIMENS RELAYS,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELOFESH375,ELECTR,EACH,OFF ECCENTRIC SHAFTS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELOFFC351,ELECTR,EACH,OFF 7.5KW CONTACTORS,E99,E99,099,OBS,,0,0,0,0
ES,ELORYCF363,ELECTR,EACH,ORDINARY CEILING FAN,E99,E99,099,OBS,OKPATECH,0,0,0,0
ES,ELOSK2C353,ELECTR,EACH,05 KZ 3672 220V COIL,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELOVLOD434,ELECTR,EACH,THERMAL OVERLOAD,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELOXYSPT84,ELECTR,EACH,OXYSPRAY TUBES,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELP3PSW358,ELECTR,EACH,3 POSITION S\SWITCH,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPANTM444,ELECTR,EACH,POWER AMPLIFIER MODULE NTM M2 144 2031,E99,E99,099,OBS,,0,0,0,0
ES,ELPARVSR80,ELECTR,EACH,PARVA SLIP RINGS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPB10F180,ELECTR,EACH,PUSH BUTTON RD-10F01,E99,E99,099,ELEC,Unknown,0,0,0,0
ES,ELPB3PO183,ELECTR,EACH,PUSH BUTTON ORANGE AND BLUE DT 3P,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPBUTT192,ELECTR,EACH,PUSH BUTTON,099,099,099,ELEC,Unknown,0,0,30.42,0
ES,ELPC4200,ELECTR,EACH,POLYCORD 4200x8,E99,E99,,OBSC,BP35,0,0,54.12,0
ES,ELPCBRD406,ELECTR,EACH,PC BOARD RE4 37U 6970 44,099,099,099,ELEC,ia01,0,0,0,0
ES,ELPD12AV60,ELECTR,EACH,POLAR DOIDES 12A BYZ,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPHOD3225,ELECTR,EACH,PHOTOCELL OD 32 BD,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPHOD3226,ELECTR,EACH,PHOTOCELL OD 32 BL,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPJ4200,ELECTR,EACH,JOIN PLOYCORD 4200x8,E99,E99,,OBS,BP35,0,0,4.34,0
ES,ELPL2DVA57,ELECTR,EACH,PL2D 21 VALVE,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPLICE530,ELECTR,EACH,CABLE SPLICING KIT 3M (2.5 - 4MM,099,099,099,ELEC,Unknown,0,0,12.58,0
ES,ELPNTION27,ELECTR,EACH,PNEUMATIC TIMER ON D,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPORPT389,ELECTR,EACH,POWER PART BLT 80 AMP,E99,E99,099,OBS,,0,0,0,0
ES,ELPPLTK448,ELECTR,EACH,POWER PART BOARD LTK 81 186 5155,E99,E99,099,OBS,,0,0,0,0
ES,ELPROOF532,ELECTR,EACH,DE WATER PROOF SWITCH,099,099,099,ELEC,Unknown,0,0,9.22,0
ES,ELPRSNE374,ELECTR,EACH,PRXIMITY SWICTH S118,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELPSCW502,ELECTRC,EACH,CAPSCREWS 8MM X 60MM,099,099,099,OBS,,0,0,0,0
ES,ELPT100313,ELECTR,EACH,PT100 THERMOCOUPLES,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELPTSSR462,ELECTR,EACH,PT100 TEMPERATURE SENSOR,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELPUE25373,ELECTR,EACH,PULSE COUNTER 25 IMP/S 24V 37H5L5551,E99,E99,099,OBS,RHINE,0,0,0,0
ES,ELPVC2M264,ELECTR,EACH,PVC COUPLINGS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELPVCRB278,ELECTR,EACH,PVC R\BOX COVERS,099,099,099,ELEC,BE15,0,0,0,0
ES,ELR8DO6A99,ELECTR,EACH,ROS 8DM OVERLOADS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRDLDE261,ELECTR,EACH,RKD3U LEUZE DETECTOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELREFHD405,ELECTR,EACH,REFLEX HEAD REO 37U 3095 44,E99,E99,099,OBS,ia01,0,0,0,0
ES,ELREHEC262,ELECTR,EACH,REFLEX HEAD 023-129,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRELAY505,ELEC,EACH,RELAY OUTPUT240V-45AINPUT3-32VDC,099,099,099,ELEC,,0,0,0,0
ES,ELRIPCO206,ELECTR,EACH,RIPCORD,E99,E99,099,OBS,BU02,0,0,0,0
ES,ELRIRLHS61,ELECTR,EACH,INFRA RED LAMPS R600,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRIVFGU67,ELECTR,EACH,ROLAND F-GUARDS 3TC,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRIVPHO70,ELECTR,EACH,ROLAND IV PHOTOCELL,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRIVSHL75,ELECTR,EACH,ROLAND S\HEAT LAMPS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRIVSPK69,ELECTR,EACH,CONTACTOR KITS R IV,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRMBULB74,ELECTR,EACH,ROLAND MACHINE BULBS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELROLASR81,ELECTR,EACH,ROLAND SLIP RINGS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELROREIV79,ELECTR,EACH,ROLAND RESISTORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRSENS288,ELECTR,EACH,REFLEX SENSOR 032586,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELRYETH401,ELECTR,EACH,RELAY 3TH231E 220VAC,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELS12DSS29,ELECTR,EACH,SOLID  CONTROL RELAY,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELS19FB212,ELECTR,EACH,SB19 PVC FLUSH BOXES,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSBAFRR62,ELECTR,EACH,STATIC BAR R-RECORD,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSBLOA523,ELECTR,EACH,AUX SWITCH BLOCK 3RH1921 - IEA11,099,099,099,ELEC,CASH,4,0,17,0
ES,ELSBRUS247,ELECTR,EACH,SLIPRING BRUSHES,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSCFT2C64,ELECTR,EACH,SPARE COIL FOR 3TC CONTACTORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSENSR394,ELECTR,EACH,SENSORS G2.110.1461/03,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELSEVCO143,ELECTR,EACH,SERVO MOTORS 1121311,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSHSNR395,ELECTR,EACH,D/SHEET DETECTOR SENSOR 921611531/01,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELSIECR402,ELECTR,EACH,SIEMENS CONTACTOR 48VOLTS,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELSIGGL159,ELECTR,EACH,SIGHT GLASSES 2313508100,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSIRON514,ELECTRC,EACH,ELECTRONIC SOLDERING IRON,099,099,,OBS,BE15,0,0,29.04,0
ES,ELSLNOD466,ELECTR,EACH,SOLENOID 1089 0621 14,E99,E99,099,OBS,BA08,0,0,0,0
ES,ELSNSOR451,ELECTR,EACH,SENSOR M2.61.1533/01C,E99,E99,099,OBS,BF05,0,0,0,0
ES,ELSODIN452,ELECTR,EACH,25W 250VOLTS SOLDERING IRON,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELSOFTW140,ELECTR,EACH,SOFTWARE 507670 35A,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSOKCO100,ELECTR,EACH,SIEMENS OVERLOADS K915-111-3 CONTACTORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSON7W163,ELECTR,EACH,SCREW ON LAMPS 7W,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSOWIR294,ELECTR,EACH,SOLDERING WIRE,E99,E99,099,ELEC,Unknown,0,0,18.26,0
ES,ELSPARET28,ELECTR,EACH,SPARE TACHOMETER,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSSWIT295,ELECTR,EACH,SIMMERSTAT SWITCHES,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELSTRLF236,ELECTR,EACH,STRIP LIGHT FITTINGS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELSTVWR488,ELECTR,EACH,2.5MM ASBESTOS STOVE WIRE,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELSURGE535,ELECTR,EACH,13A 6 WAY MUKONITRONICS SSEXZZ182,099,099,099,ELEC,Unknown,0,0,56.52,0
ES,ELSVSSM450,ELECTR,EACH,SERVCO DRIVE CONTROLMODULE SSM 911451061,E99,E99,099,OBS,,0,0,0,0
ES,ELSWTCH467,ELECTR,EACH,SELECTOR SWITCHES,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELT24VDC31,ELECTR,EACH,TMS 302 24V C\RELAY,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELT2B2B179,ELECTR,EACH,TELEMECANIQUE PUSH BUTTON 2B2 BE 102,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELT38OC101,ELECTR,EACH,TELEMEC 380V CONTACT,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELT500W218,ELECTR,EACH,HALOGEN LAMPS 500W,099,099,099,ELEC,LN10,0,0,75,0
ES,ELTDESO534,ELEC,EACH,JT 82 DESOLDERING PUMP,099,099,099,ELEC,Unknown,1,0,4.76,0
ES,ELTELEC437,ELECTR,EACH,DO910 TELE CONTACTOR,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELTEMPR499,ELECTR,EACH,TEPRETURE CONTROL SWITCH,E99,E99,099,ELEC,CASH,0,0,630,0
ES,ELTETAL533,ELECTR,EACH,LEAD TEST UNIVERSAL TAL 24,099,099,099,ELEC,Unknown,0,0,13.91,0
ES,ELTHEMA122,ELECTR,EACH,THERMATIC ELEMENTS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELTMECU308,ELECTR,EACH,THERMOMETER 10-360,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELTMK3PC30,ELECTR,EACH,TYPE MK3P C\RELAY,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELTMP3M246,ELECTR,EACH,THERMISTER MOTOR PROTECTION SC 700 RT 3M,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELTMPCO376,ELECTR,EACH,TEMP CONTROLLER48*48,E99,E99,099,OBS,,0,0,0,0
ES,ELTRAFMR43,ELECTR,EACH,REWIND BATTERY CHARGER,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELTRDED390,ELECTR,EACH,TRANSISTOR DRIVE M2.144.2111/U11 KLM 4P,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELTROFF470,ELECTR,EACH,0 - 30SEC PNEUMATIC TIMER OFF DELAY,E99,E99,099,ELEC,BR10,0,0,108,0
ES,ELTTUBE160,ELECTR,EACH,THEIMER STRAHLER T.H.S 5020 TUBES 615X\S,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELUF110C41,ELECTR,EACH,100UF CAPACITORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELVANES457,ELECTR,EACH,CARBON VANES 62.5 X 38 X 4MM EK 60,E99,E99,099,OBS,HM47,0,0,0,0
ES,ELVBELT038,BELT,EACH,VEE BELT 13 x 720,199,199,199,OBS,,0,0,0,0
ES,ELVBFEDB40,BELT,EACH,FEEDER BELTS 1104002700,199,199,199,OBS,BP35,0,0,113.044,0
ES,ELVBFEDB41,BELT,EACH,FEEDER BELTS 1104001200,199,199,199,OBS,BR03,0,0,0,0
ES,ELVBFEDB42,BELT,EACH,FEEDER BELTS 1104002600,199,199,199,OBS,BR03,0,0,0,0
ES,ELVBFEDB43,BELT,EACH,FEEDER BELTS 1104001400,199,199,199,OBS,BR03,0,0,0,0
ES,ELVBOPEN39,BELT,EACH,BELT OPEN ENDED LENGHT 30000MTS,199,199,199,OBS,,0,0,0,0
ES,ELVMCDM381,ELECTR,EACH,VERSA MATRI DIAPHRAM V 183 TYPE,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELVMF7AT35,ELECTR,EACH,VENTILATOR FAN 200V,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELWL5TP102,ELECTR,EACH,WL5-W T\P CONACTORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELWTPCS306,ELECTR,EACH,UTP CAT 5 CABLE,E99,E99,099,OBS,,0,0,0,0
ES,ELXRIETV76,ELECTR,EACH,XRI 1600A ELEC TUBES,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELXTICS365,ELECTR,EACH,M18 CAPACITOR SENSOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EN1020X71X50X30SHORE,ROLAND,EACH,RECOVERED ROLLERS,199,199,199ROLLERS,ROLLERS,LD07,1,0,320,0
ES,EN1020X71X6130SHORE,ROLAND,EACH,1020X71X61 30 SHORE,199,199,199ROLLERS,ROLLERS,LD07,0,0,235,0
ES,EN1022X71X50X30SHORE,ROLLERS,EACH,1022 X71 X50MM 30SHORE RECOVERED ROLLE R,199,199,199ROLLERS,ROLLERS,BD49,0,0,448,0
ES,EN1040X69X49X30SHORE,ROLAND,EACH,EN1040X69X49X30 SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,LD07,3,0,340,0
ES,EN1040X69X50X30SHORE,ROLLERS,EACH,RECOVERED1040X69X50X30SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,LD07,0,0,340,0
ES,EN1040X71X49X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 1040 X71 X49 X30 SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,0,0
ES,EN1040X71X50X30SHORE,ROLLERS,EACH,RECOVERED 1040X71X50X30SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,LD07,4,0,350,0
ES,EN1040X71X51X30SHORE,ROLAND,EACH,EN1040X71X51X30 SHOR,199,199,199,ROLLERS,LD07,0,0,325,0
ES,EN1040X71X54X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 1040 X71 X54 X30 SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,413,0
ES,EN1040X72X55X30SHORE,ROLAND,EACH,RECOVERED ROLLER R706,199,199,199ROLLERS,ROLLERS,LD07,2,0,360,0
ES,EN1040X73X50X30SHORE,ROLLERS,EACH,RECOVERED1040X73X50X30SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,LD07,3,0,375,0
ES,EN1040X73X51X30SHORE,ROLAND,EACH,EN1040X73X51X30SHORE,199,199,199,ROLAND,LD07,0,0,355,0
ES,EN1040X73X54X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 1040 X73X54 X 30 SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,413,0
ES,EN1040X75X54X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 1040 X 75 X54X30 SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,476,0
ES,EN1040X75X55X30SHORE,ROLAND,EACH,RECOVERED ROLLER R706,199,199,199ROLLERS,ROLLERS,LD07,2,0,520,0
ES,EN1040X78X48X30SHORE,ROLLERS,EACH,RECOVERED 1040 X78 X48 X30 SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,BD49,0,0,458,0
ES,EN1040X78X57X30SHORE,ROLLERS,EACH,ROLLERS1040X78X57X30,199,199,199ROLLERS,ROLLERS,LD07,1,0,385,0
ES,EN1040X78X58X30SHORE,ROLAND,EACH,EN1040X78X58X30 SHOR,199,199,199,ROLLERS,LD07,0,0,345,0
ES,EN1040X90X69X30SHORE,ROLLERS,EACH,RECOVERED1040X90X69X30SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,BD49,0,0,560,0
ES,EN1040X90X70X30SHORE,ROLAND,EACH,EN1040X90X70X30 SHORE,199,199,199ROLLERS,ROLLERS,LD07,1,0,435,0
ES,EN1040X93X70X25SHO,ROLLERS,EACH,RECOVERED ROLLERS 1040X93X70X25 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,336,0
ES,EN1050X120.5X100X30S,ROLLERS,EACH,ROLLERS 1050X120.5X100X30 SHORE,199,199,199ROLLERS,ROLLERS,LD07,0,0,570,0
ES,EN1050X120.5X102X30S,ROLAND,EACH,RECOVERED ROLLER,199,199,199ROLLERS,ROLLERS,BD49,0,0,570,0
ES,EN1050X120.5X103SHOR,ROLAND,EACH,EN1050X120.5X103X30,199,199,199ROLLERS,ROLLERS,LD07,3,0,720,0
ES,EN1050X203X180X80SHO,ROLLERS,EACH,RECOVERED ROLLERS 1050 X203 X180 X80 SHO,199,199,199ROLLERS,OBS,BD49,0,0,905,0
ES,EN1050X205X180X80SHO,ROLLERS,EACH,RECOVERED ROLLERS 1050X205X180X80 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,910,0
ES,EN1055X120.5X101X30S,ROLLERS,EACH,RECOVERED 1055X120.5X101X30 SHORE ROLLER,199,199,199ROLLERS,ROLLERS,BD49,0,0,749,0
ES,EN1055X120.5X98X30SH,ROLLERS,EACH,RECOVERED ROLLERS 1055X120.5X98 X30 SHOR,199,199,199ROLLERS,ROLLERS,FA02,0,0,236.69333,0
ES,EN1055X85X67X40SHORE,ROLAND,EACH,RECOVERED ROLLER R 706,199,199,199ROLLERS,ROLLERS,BD49,0,0,390,0
ES,EN1060X100X80X25SHO,ROLLERS,EACH,RECOVERED ROLLERS 1060 X100 X80X 25 SHOR,199,199,199ROLLERS,OBS,BD49,0,0,395,0
ES,EN1060X90X70X25SHO,ROLLERS,EACH,RECOVERED ROLLERS 1060X90 X70 X25 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,310,0
ES,EN1065X85X64X30SHORE,ROLLERS,EACH,RECOVERED 1065X85X64X30SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,FA02,0,0,1129.0317,0
ES,EN1065X85X68X40SHORE,ROLAND,EACH,1065X85X68 40 SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,LD07,5,0,540,0
ES,EN1145X120X100X30SHO,ROLLERS,EACH,ROLLERS 1145X120X100X30SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,660,0
ES,EN115FOM09,ROLLERS,EACH,"FORME ROLLERS 115MM,100MM,105MM R800",199,199,199ROLLERS,OBS,BD49,0,0,1145,0
ES,EN120MPER03,ROLLERS,EACH,DAMPER ROLLERS 120MM AND 145MM,199,199,199ROLLERS,OBS,BD49,0,0,856,0
ES,EN1420X100.5X80X25SH,ROLLERS,EACH,RECOVERED ROLLERS 1420X100.5X80X25 SHORE,199,,199ROLLERS,OBS,BD49,0,0,465,0
ES,EN1420X100X80-30SHOR,ROLLERS,EACH,RECOVERED ROLLER 1420X100X80 - 30 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,445,0
ES,EN1420X70X50-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS1420X70X50-30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,560,0
ES,EN1420X70X50X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS1420X70X50X30 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,310,0
ES,EN1420X70X58X30,ROLLERS,EACH,RECOVERED ROLLERS 1420X70X58X30 SHORE,199,199,199ROLLERS,OBS,,0,0,0,0
ES,EN1420X85X64X30,ROLLERS,EACH,1420 X 85 X 64MM X30 SHORE RECOVERED ROL,199,199,199ROLLERS,OBS,,0,0,0,0
ES,EN1420X85X90-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 1420X85X90 - 30 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,435,0
ES,EN1430X85X60-30SHORE,ROLLERS,EACH,RECOVERED ROLLER 1430X85X60 - 30 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,420,0
ES,EN1435X203X180-30,ROLLERS,EACH,RECOVERED ROLLERS 1435X203X180-30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,976,0
ES,EN1440X203X180X80SHO,ROLLERS,EACH,ROLLERS 1440X203X180X80SHORE,199,199,199ROLLERS,OBS,BD49,0,0,1365,0
ES,EN1440X85X60-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 1440X85X60-30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,390,0
ES,"EN1445X100,5X80X30SH",ROLLERS,EACH,"EN1445X100,5X80X30 SHO",199,199,199ROLLERS,OBS,BD49,0,0,490,0
ES,EN1445X100X80X30SHO,ROLLERS,EACH,RECOVERED ROLLERS 1445X100X80X30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,465,0
ES,EN1445X105X84X30,ROLLERS,EACH,1445 X 105 X 84 X 30 SHORE ROLLERS,199,199,199ROLLERS,OBS,,0,0,0,0
ES,EN1445X105X95 - 30SH,ROLLERS,EACH,1445X105MMX95 30 SHORE RECOVERED ROLLERS,199,199,199ROLLERS,OBS,BD49,0,0,0,0
ES,EN1445X115X83-30SHOE,ROLLERS,EACH,RECOVERED ROLLERS 1445X115X83-30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,612,0
ES,EN1445X115X95X30SHO,ROLLERS,EACH,1445X115X95X30 SHORE RECOVERED ROLLERS,199,199,199ROLLERS,OBS,BD49,0,0,530,0
ES,EN1445X120X100-25SHO,ROLLERS,EACH,RECOVERED ROLLERS 1445X120X100-25SHORE,199,199,199ROLLERS,OBS,BD49,0,0,505,0
ES,EN1445X145X120-25SHO,ROLLERS,EACH,RECOVERED ROLLERS 1445X145X120-25SHORE,199,199,199ROLLERS,OBS,BD49,0,0,740,0
ES,EN1445X146X120X25SHO,ROLLERS,EACH,RECOVERED ROLLER 1445X146X120X25SHORE,199,199,199ROLLERS,OBS,BD49,0,0,485,0
ES,EN1445X85X60X30SHO,ROLLERS,EACH,RECOVERED ROLLERS 1445X85X60X30 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,420,0
