warehouse,product,alpha,unit_code,long_description,nominal_key,purchase_key,analysis_a,analysis_b,last_supplier,physical_qty,on_order_qty,current_cost,min_stock_level
ES,EL42COIL42,ELECTR,EACH,42 VOLTS COIL,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL42K6E455,ELECTR,EACH,CARBON VANES 250 X42 X4MM,E99,E99,099,OBS,BK05,0,0,0,0
ES,EL4355E410,ELECTR,EACH,3TH 4355 E 110 V SIEMENS CONTACTOR,099,099,099,ELEC,BR10,0,0,95,0
ES,EL45ACA536,ELEC,EACH,5X16A 4X 5A MTS CABLE,099,099,099,ELEC,Unknown,0,0,21.74,0
ES,EL45CAB513,ELEC,EACH,CARBON BRUSH 45X32X22MM,099,099,099,ELEC,LN10,0,0,45,0
ES,EL470CON47,ELECTR,EACH,470UF CONDENSOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL470UCA54,ELECTR,EACH,470UF CAPACITORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL4AFUSES465,ELECTR,EACH,20MM 4AMP FUSES,E99,E99,099,OBS,BO01,0,0,0,0
ES,EL4AMST325,ELECTR,EACH,4-6AMP MOTOR STARTER,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL4CAMD508,ELEC,EACH,4 CORE STEEL WIRE ARMERED CABLE,099,099,099,ELEC,BO01,0,0,9.48,0
ES,EL4CFLX509,ELEC,EACH,4MM 4 CORE FLEX CABLE,099,099,099,ELEC,LF08,0,0,3.63,0
ES,EL4FTBI224,ELECTR,EACH,4FT BI PIN TUBES,099,099,099,ELEC,LA23,20,20,1.739,0
ES,EL4FTFG431,ELECTR,EACH,FF00204FT DOUBLE FLOURESCENT FITTINGS,099,099,099,ELEC,LA23,0,10,90.435,0
ES,EL4M3CC202,ELECTR,EACH,2.5MM 3CORE FLEX CABLE,099,099,099,ELEC,Unknown,0,0,1.77,0
ES,EL4M500C37,ELECTR,EACH,4MFD500V CAPACITORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL4M525C38,ELECTR,EACH,4MFD 525V CAPACITORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL4MCLI255,ELECTR,EACH,4MM CABLE CLIPS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL4MEDC227,ELECTR,EACH,4MED CAPACITORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL4MMBC099,ELECTR,EACH,4MM BLACK CABLE,E99,E99,099,OBS,BE15,0,0,0,0
ES,EL4MMLU346,ELECTR,EACH,2.5*4MM LUGS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL4MMRC100,ELECTR,EACH,4MM RED CABLE,E99,E99,099,OBS,BE15,0,0,0,0
ES,EL500BD425,ELECTR,EACH,LTK500 BOARD,E99,E99,099,OBS,,0,0,0,0
ES,EL50ABF243,ELECTR,EACH,50AMP BOTTLE FUSES,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL50BOD458,ELECTR,EACH,LTK 500 BOARD,E99,E99,099,ELEC,BR03,0,0,0,0
ES,EL52WEL371,ELECTR,EACH,52 WATTS ENERGY EFFICIENT LAMPS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL5ACBP129,ELECTR,EACH,5AMP CONDUIT P\TOPS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL5AMPS186,ELECTR,EACH,5AMP STRIP CONNECTOR,099,099,,OBS,Unknown,0,0,0,0
ES,EL5ATPMC14,ELECTR,EACH,5A T\POLE MCBS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL5FTBI225,ELECTR,EACH,5FT BI PIN TUBES 65W,E99,E99,099,ELEC,LF08,49,100,13.12,0
ES,EL5KP11D59,ELECTR,EACH,5KW POLAR DIODES 14A,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL5KW3P524,ELECTR,EACH,5KW CONTAC 3POLE 24V DC 3RT1025- IBB40,099,099,099,ELEC,CASH,2,0,136,0
ES,EL5KWON512,ELEC,EACH,5KWOVEN ELEMENTS 1.4 METRES,099,099,099,ELEC,BR10,0,0,115,0
ES,EL5MCL402,ELECTR,EACH,CABLE CLIPS,E99,E99,099,ELEC,BO01,0,0,15,0
ES,EL5MMLU345,ELECTR,EACH,2.5*5MM LUGS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL5U4GET77,ELECTR,EACH,5U4 GB ELECT TUBES,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL6.5-16497,ELECTR,EACH,6.5 - 16A OVERLOAD RELAY,E99,E99,099,ELEC,BO01,0,0,29,0
ES,EL6.8UFC228,ELECTR,EACH,6.8UF CAPACITORS440V,E99,E99,099,OBS,BE15,0,0,0,0
ES,EL600ML135,ELECTR,EACH,600V MAX L-SWITCHES,E99,E99,099,OBS,BO01,0,0,0,0
ES,EL60ESB493,ELECTR,EACH,60WATTS ES BULBS,E99,E99,099,OBS,BE15,0,0,0,0
ES,EL60MCB460,ELECTR,EACH,60 AMP T/P MCB 3 PHASE,E99,E99,099,OBS,BO01,0,0,0,0
ES,EL60WLB251,ELECTR,EACH,60W BC LIGHT BULBS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL63BOX471,ELECTR,EACH,SQUARE BOXESS 6 X 3,E99,E99,099,OBS,BO01,0,0,0,0
ES,EL65WSR230,ELECTR,EACH,65W SINGLE RS BALAST,E99,E99,099,OBS,BR10,0,0,0,0
ES,EL6AMBF238,ELECTR,EACH,6AMP BOTTLE FUSES,E99,E99,099,ELEC,BT02,0,0,2.5,0
ES,EL6AMPRE52,ELECTR,EACH,RESISTORS 6AMP,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL6MCLI256,ELECTR,EACH,6MM CABLE CLIPS,E99,E99,099,OBS,BO01,0,0,0,0
ES,EL6PINDP71,ELECTR,EACH,6PIN DIN PLUGS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL6WBVL172,ELECTR,EACH,6 WATTS BULBS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL6WYDB476,ELECTR,EACH,6 WAY D.B,E99,E99,099,OBS,BE15,0,0,0,0
ES,EL6X2HG543,ELECTR,EACH,GH464 6 X2MM CARBON BRUHES,099,099,,OBS,HM47,0,0,48,0
ES,EL700HRE32,ELECTR,EACH,700-HA33A11-3 RELAY,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL70WHP154,ELECTR,EACH,70WATTS HPS LAMPS,E99,E99,099,OBS,,0,0,0,0
ES,EL7MCLI257,ELECTR,EACH,7MM CABLE CLIPS,E99,E99,099,OBS,,0,0,0,0
ES,EL8080F311,ELECTR,EACH,PANEL FAN 220V,E99,E99,099,OBS,OKPATECH,0,0,0,0
ES,EL8FTBI226,ELECTR,EACH,8FT SINGLE PIN TUBES,E99,E99,099,OBS,BU02,0,0,0,0
ES,EL8FTDF232,ELECTR,EACH,8FT DOUBLE BALLAST,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL8FTSF231,ELECTR,EACH,8FT SINGLE BALLAST,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL8FTTF233,ELECTR,EACH,8FT TWIN BALLAST,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL8MCLI258,ELECTR,EACH,8MM CABLE CLIPS,E99,E99,099,OBS,,0,0,0,0
ES,EL8MDBI344,ELECTR,EACH,8MM DRILL BITS,E99,E99,099,OBS,,0,0,0,0
ES,EL8PNRY417,ELECTR,EACH,8 PIN 24V AC RELAY C/W BASE,E99,E99,099,OBS,BO01,0,0,0,0
ES,EL8RLAY503,ELECTR,EACH,SIEMENS OVERLOAD 380VOLTS 3VU1300 8-13A,099,099,099,ELEC,BR10,0,0,25,0
ES,EL8UFCAP51,ELECTR,EACH,8UF 350V CAPACITORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL8UFCON45,ELECTR,EACH,8UF 400V CONDENSOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL8WYDB540,ELECTR,EACH,8 WAY D/B FLUSH,099,099,099,ELEC,CASH,0,0,25,0
ES,EL90KWA522,ELECTR,EACH,90KW/400V 23-26V AUX CONTACTORS 3RT1056,099,099,099,ELEC,LT11,0,0,1120,0
ES,EL9592S249,ELECTR,EACH,9592 SOLENOID 312C,E99,E99,099,OBS,Unknown,0,0,0,0
ES,EL95MBR541,ELECTR,EACH,CARBON BRUSHES 95MM X49MM X5MM,099,099,099,ELEC,LT11,0,0,69,0
ES,EL9645B248,ELECTR,EACH,FESTO 24 VOLTS COILS,099,E99,099,ELEC,FA02,6,0,109.1925,0
ES,EL9645S248,ELECTR,EACH,9645 SOLENOID 420G FESTO 240V COILS,099,099,099,ELEC,FA02,10,0,208.005,0
ES,ELA230V531,ELECTR,EACH,LAMP 150 WATTS 230VOLTS BULBS,099,099,099,ELEC,LA23,0,0,235.13,0
ES,ELACDT2110,ELECTR,EACH,AC DRIVE TELEMECANIQUE 7.5KW ATV 58HD1,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELACMTR408,ELECTR,EACH,A C MOTOR REC 37M 8057 41,E99,E99,099,OBS,ia01,0,0,0,0
ES,ELAF250V23,ELECTR,EACH,10AMP FUSES 250V,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELAIMMIG83,ELECTR,EACH,AI-EI MICRO SWITCHES,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELAMGLFU21,ELECTR,EACH,5AMP GLASS FUSES,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELAMPERM18,ELECTR,EACH,AMPER METER,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELAMVSM443,ELECTR,EACH,AMPLIFIER MODULE VSM 91 144 3201,E99,E99,099,OBS,,0,0,0,0
ES,ELANLOGME390,ELECTR,EACH,ANALOG MODULE M2.161.1533,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELAPSALC86,ELECTR,EACH,APSA 926 L-CONNECTOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELARMOU459,ELECTR,EACH,5MM X 3 CORE ARMOURED CABLE,099,099,099,ELEC,Unknown,0,0,2.86,0
ES,ELATXETS07,ELECTR,EACH,ANTEX ELEMENTS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELAU3RH521,ELECTR,EACH,AUX SWITCH BLOCK 3RH1921 - 1 DALL,099,099,099,ELEC,CASH,0,0,17,0
ES,ELAUCAO525,ELECTR,EACH,AUXILLARY BLOCK INC 3RH1921 - ICA01,099,099,099,ELEC,CASH,4,0,7,0
ES,ELAUCKIT89,ELECTR,EACH,AUX CONTACTOR KITS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELAUPCL404,ELEC,EACH,FLAT MODULE SSK2S/M74 4 L 620670,099,099,099,ELEC,IH01,0,0,2722.91,0
ES,ELAWB6W152,ELECTR,EACH,AUTO BULBS LLB12V 6W,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELB21WD171,ELECTR,EACH,BULBS 24V 21W D\PIN,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELB21WS170,ELECTR,EACH,BULBS 12V 21W S\PIN,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELB22CL156,ELECTR,EACH,B22 15W CLEAR LAMPS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELB5WDP169,ELECTR,EACH,BULBS 24V 5W D\PIN,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBDSEK447,ELECTR,EACH,SAFETY INPUT BOARD SEK 91 144 6041,E99,E99,099,OBS,HS30,0,0,0,0
ES,ELBE3KW119,ELECTR,EACH,BOILER ELEMENTS 3KW,E99,E99,099,ELEC,BR10,0,0,65,0
ES,ELBGWGLS48,ELECTR,EACH,BACK GUAGE W\GLASS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBHFIT366,ELECTR,EACH,BULK HEAD FITTINGS,E99,E99,099,OBS,,0,0,0,0
ES,ELBOEAK445,ELECTR,EACH,IN/OUT BOARD EAK 91 144 6021,E99,E99,099,OBS,,0,0,0,0
ES,ELBSHVLS08,ELECTR,EACH,BOSCH VALVES C/W 24V,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBUL3W168,ELECTR,EACH,BULBS 12V 3W S\PIN,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBUL3W173,ELECTR,EACH,BULBS 12V 3W LLB 267,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBUL3W175,ELECTR,EACH,BULBS 24V 3W,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBULBS165,ELECTR,EACH,BULBS 274 12V 10W,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBULBS167,ELECTR,EACH,BULBS 12V 18W S\PIN,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBULBS174,ELECTR,EACH,BULBS 12V 15W,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBULIC166,ELECTR,EACH,BULBS 853 A 12V 1CP,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBULKH137,ELECTR,EACH,BULK HEAD FITTINGS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBUSQRC85,ELECTR,EACH,BUSM CA 2DN 131Q RELAY CONTACTORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELBUZER427,ELECTR,EACH,220VOLTS BUZZERS (BELLS SIREN),E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELC100T282,ELECTR,EACH,CABLE TIES 104*2.5,E99,E99,099,OBS,BR10,0,0,0,0
ES,ELC150T283,ELECTR,EACH,CABLE TIES 148*2.5,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELC200T284,ELECTR,EACH,CABLE TIES 200*4.7,E99,E99,099,BEAR,LF08,0,4,9.04,0
ES,ELC232TR19,ELECTR,EACH,TRANSISTORS 70C-232,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELC300T285,ELECTR,EACH,CABLE TIES 305*4.7,E99,E99,099,ELEC,Unknown,0,0,5.95,0
ES,ELC32FO440,ELECTR,EACH,CARBON BRUSHES FOR L5,E99,E99,099,OBS,HM47,0,0,0,0
ES,ELC45T2504,ELEC,EACH,MERLIN GERIN TRIPPLE POLE 25A C45 380V,099,099,099,ELEC,BR10,0,0,100,0
ES,ELCABLE392,ELECTR,EACH,CABLE 019081 2MTS,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELCABRU492,ELECTR,EACH,"CARBON BRUHES 22 x 12 x 6,3MM",E99,E99,099,OBS,HM47,0,0,0,0
ES,ELCALRO120,ELECTR,EACH,CALROD ELEMENTS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCARUN399,ELECTR,EACH,M30 CARBON VANES 240X52X4mm,099,099,099,ELEC,LT11,17,0,110,0
ES,ELCARVN398,ELECTR,EACH,CARBON VANES 62 X 45 X 4MM,E99,E99,099,OBS,HM47,0,0,65,0
ES,ELCB20ASP9,ELECTR,EACH,32A SINGLE POLE MCBS,099,099,099,ELEC,Unknown,0,0,5.22,0
ES,ELCB20FB04,ELECTR,EACH,CIRCUIT BREAKER FAZNB 20 PART 230005,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCB25SP10,ELECTR,EACH,25A SINGLE POLE MCBS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCB32FG05,ELECTR,EACH,CIRCUIT BREAKER FAZG 32 PART 230271,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCB3OL245,ELECTR,EACH,CARBON BRUSHES HG464,E99,E99,099,ELEC,LM08,2,0,50.556,0
ES,ELCB50SP11,ELECTR,EACH,50A SINGLE POLE MCBS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCB5ASP06,ELECTR,EACH,5AMPS MCBS SF 1 G3,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELCB5ASP13,ELECTR,EACH,FJW S\POLE 5A MCBS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCBC32423,ELECTR,EACH,"CARBON BRUSHES C32 18mmX7,5mmX6,5mm",E99,E99,099,OBS,HM47,0,0,0,0
ES,ELCBSLV551,,EACH,CABLE SLEAVES 16MM,099,099,099,ELEC,Unknown,0,0,0.255,0
ES,ELCBSPSD12,ELECTR,EACH,S\POLE MCBS SHROUDS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCBVSE276,ELECTR,EACH,CARBON  RUSH VANES SK 63*45 EK60,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCF22W339,ELECTR,EACH,CIRCULAR FLU 22W DAYLIGHT 2478073,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCGFIV362,ELECTR,EACH,5SPEED CEILING FANS,E99,E99,099,OBS,OKPATECH,0,0,0,0
ES,ELCLA1B107,ELECTR,EACH,CONTACTOR BLOCK LAI D22 A65 AUXILARY,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCLESK446,ELEC,EACH,IN/OUT CONTROL ESK 91 144 5031,099,099,,OBS,IH01,0,0,0,0
ES,ELCM9BR542,ELECTR,EACH,CARBON BRUSHES 10 X16MM CM9,099,099,,OBS,HM47,0,0,32,0
ES,ELCMHEID43,ELECTR,EACH,GEARED MOTOR H\BURG,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCNTER418,ELECTR,EACH,ZAHLERKARTEK2 COUNTER CARD 1016720,E99,E99,099,OBS,ia01,0,0,0,0
ES,ELCOI96965,ELECTR,EACH,COIL 969,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCONBD391,ELECTR,EACH,CONTROL BOARD M21445022,099,099,099,ELEC,LN10,0,0,590,0
ES,ELCONBO207,ELECTR,EACH,CORNER CODUIT BOXES,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCPCAB330,ELECTR,EACH,COMPUTER POWER CABLE,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELCPSCW502,ELECTR,EACH,CAPS SCREWS 8MM X 60MM,099,099,099,OBS,,0,0,0,0
ES,ELCPUK2419,ELECTR,EACH,CENTRAL PROCESSING UNIT 2016724,E99,E99,099,OBS,ia01,0,0,0,0
ES,ELCROCA550,,EACH,MICRO SWITCH CONTACTOR GW-B,099,099,099,ELEC,Unknown,0,0,5.71,0
ES,ELCSCLE367,ELECTR,EACH,SWITCH CLEANER CANS,E99,E99,099,ELEC,LB06,0,0,4.96,0
ES,ELCSENS286,ELECTR,EACH,CAPACITIVE SENSOR30V,E99,E99,099,OBS,,0,0,0,0
ES,ELCTSSK449,ELEC,EACH,CONTROL BOARD EAK2 CARDS,099,099,099,ELEC,IH01,0,0,2649.88,0
ES,ELCVANE277,ELECTR,EACH,CARBON VANES EK 60 130 X 54 X 5,E99,E99,099,OBS,HM47,0,0,0,0
ES,ELD22OCO92,ELECTR,EACH,DIL 053 CONTACT 220V,E99,E99,099,OBS,LT11,0,0,290,0
ES,ELDA75W425,ELECTR,EACH,DS ASYNCHRON MOTOR 0.75KW RE2-37M-018790,E99,E99,099,OBS,ia01,0,0,0,0
ES,ELDBSDE395,ELECTR,EACH,DOUBLE SHEET DETECTOR M2.161.1533 SP74,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELDETEC292,ELECTR,EACH,DETECTOR 077 0000Y0,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELDI220C95,ELECTR,EACH,DIL 4-220V CONTACTOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELDINRL300,ELECTR,EACH,DIN RAIL LENGTH,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELDLTSW382,ELECTR,EACH,DAYLIGHT SWITCHES,E99,E99,099,OBS,BO01,0,0,2.65,0
ES,ELDMISP335,ELECTR,EACH,DIG MICRROMETER SPC R 572038,E99,E99,099,OBS,,0,0,0,0
ES,ELDOUTL500,ELECTR,EACH,DOUBLE SOCKET OUTLET,E99,E99,099,ELEC,BE15,0,0,1.3,0
ES,ELDPM42380,ELECTR,EACH,DPM 42 RPM,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELDS11TC97,ELECTR,EACH,DSL 11-11T\P CONTACT,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELDS220C96,ELECTR,EACH,DSL 8 AO 220V CONTACTORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELDSL220V94,ELECTR,EACH,DSL 4 220V CONTACTOR,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELDTEST431,ELECTR,EACH,DIAL TEST INDICATOR (0.01MM 0-10MM),E99,E99,099,OBS,BT02,0,0,0,0
ES,ELDZMFCK87,ELECTR,EACH,MOVING FIXED CON KIT,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELE9CBR296,ELECTR,EACH,E9 1053 CARBON BRUSH,E99,E99,099,OBS,LN10,0,0,32,0
ES,ELEAIKNB91,ELECTR,EACH,LAI KN22 CONT BLOCK,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELEAKBD393,ELECTR,EACH,EAK 2 BOARD 00.785.0712,E99,E99,099,OBS,BR03,0,0,0,0
ES,ELEC20P263,ELECTR,EACH,PVC CONDUIT PIPE 19MM,099,099,099,ELEC,Unknown,6,0,1.304,0
ES,ELEEC81V58,ELECTR,EACH,EEC81 VALVE,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELEELPRO17,ELECTR,EACH,ELPRO E\LPU 220\250V,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELEMBUT356,ELECTR,EACH,EMERGENCY STP BUTTON,E99,E99,099,OBS,,0,0,0,0
ES,ELEMSBN397,ELECTR,EACH,EMERGENCY STOP BUTTON AND BOX,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELENESA384,ELECTR,EACH,ENERGY SAVER 9 WATTS PLG,099,099,099,ELEC,Unknown,0,0,4.78,0
ES,ELESSLIG72,ELECTR,EACH,E\STRIP LIGHTS 221MM,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELF220V123,ELECTR,EACH,FRIDGE FAN MOTORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELFANCL436,ELECTR,EACH,OVERHEAD FAN CONTROLLER,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELFBG2W182,ELECTR,EACH,FILAMENT BULBS 6V 3W,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELFBG3W181,ELECTR,EACH,FILAMENT BULBS12V 3W,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELFBTRY494,BATTERY,EACH,FORKLIFT BATTERY SIZE 671,E99,E99,099,ELEC,CASH,0,0,131.3,0
ES,ELFCSWI363,ELECTR,EACH,FAN CONTROL SWITCH,E99,E99,099,OBS,,0,0,0,0
ES,ELFD180P426,ELECTR,EACH,D180 PLASTIC FANS,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELFESFRS435,ELECTR,EACH,1/4" FESTO FILTER REGULATORS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELFESTO428,ELECTR,EACH,MFH 5.25 FESTO S.V,E99,E99,099,OBS,BT02,0,0,0,0
ES,ELFESTO507,ELECTR,EACH,220 VOLTS FESTO COILS,099,099,099,ELEC,Unknown,0,0,45.65,0
ES,ELFIS6S138,ELECTR,EACH,FISHER PLUGS 6MM,E99,E99,099,ELEC,BO01,0,0,15,0
ES,ELFIS6S139,ELECTR,EACH,FISHER PLUGS 8MM,099,099,099,ELEC,Unknown,0,0,0.0347,0
ES,ELFL30W221,ELECTR,EACH,30W*33 FLO LAMPS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELFN24V454,ELECTR,EACH,FANS 120 X 120 X 38 24VOLTS,E99,E99,099,OBS,BT02,0,0,0,0
ES,ELFRLDE396,ELECTR,EACH,FRONT LAY DETECTOR 2448031400 BOBST PLAT,E99,E99,099,OBS,BF05,0,0,0,0
ES,ELFSUFS234,ELECTR,EACH,FSU FLO STARTERS,E99,E99,099,ELEC,LN10,2,0,25,0
ES,ELFTFLF237,ELECTR,EACH,5FT TWIN FLO FITTING,E99,E99,099,ELEC,LF08,61,50,53.2,0
ES,ELFUSES463,ELECTR,EACH,"20MM 6,3AMP FUSES",E99,E99,099,OBS,BE15,0,0,0,0
ES,ELG2SHR191,ELECTR,EACH,GLANDS SHROUDS NO2,E99,E99,099,OBS,LF08,0,0,5.75,0
ES,ELGISHR190,ELECTR,EACH,EAR PLUGS,199,199,099,ELEC,LE03,190,0,0.6521667,0
ES,ELGLNDS538,ELECTR,EACH,CABLE GLANDS,099,099,099,ELEC,LT11,4,10,0.2,0
ES,ELGSHRO539,ELECTR,EACH,GLANDS AND SHROUDS FOR 25MM 4 CORES,099,099,,OBS,CASH,0,0,7,0
ES,ELH3BA8435,ELECTR,EACH,H 3 BA -8 PIN,E99,E99,099,OBS,,0,0,0,0
ES,ELH500W155,ELECTR,EACH,HALOGEN TUBES 110V,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELHA55W153,ELECTR,EACH,HALOGEN BULBS 12V 55,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELHRESI317,ELECTR,EACH,HEAT RESISTANT GLASSES 400*395,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELHRITA147,ELECTR,EACH,HEAT RESISTANT INSULATION TAPE,E99,E99,099,ELEC,LN10,11,0,4,0
ES,ELHTRCL433,ELECTR,EACH,HEAT RESISTANT STOVE WIRE 2.5 mm,099,099,099,ELEC,LN10,20,0,9,0
ES,ELIDCOR501,ELECTR,EACH,24VOLTS 4WATTS INDICATOR LIGHTS,E99,E99,099,OBS,,0,0,0,0
ES,ELIGTOR514,,EACH,IGNITORS 220/400W FOR HALIDE LAMP,,,099,ELEC,LN10,34,0,30,0
ES,ELINDCOR501,ELECTR,EACH,24VOLTS 4WATTS INDICATOR LIGHTS,E99,E99,099,OBS,,0,0,0,0
ES,ELINECR374,ELECTR,EACH,INLINE CONNECTORS 3106-12,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELITAPR148,ELECTR,EACH,INSULATION TAPE,E99,E99,099,ELEC,LN10,37,0,3,0
ES,ELITE3P527,ELECTR,EACH,LEAD LITE BC HOLDER P30,099,099,099,ELEC,Unknown,0,0,26.09,0
ES,ELITRAN178,ELECTR,EACH,IMPULSE TRANSMITTER,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELJOIKI281,ELECTR,EACH,NO1 C\JOINING KIT,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELJTRAN177,ELECTR,EACH,J\BURG TRNS COUNTER,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELKM22DC98,ELECTR,EACH,K-MOELLER 22DIL CONT,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELL2FAI176,ELECTR,EACH,L2FA INDICATOR LAMPS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLAMPH185,ELECTR,EACH,LAMP HOLDER 780-2490,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLBRRS378,ELECTR,EACH,LONGBOW RELAYS 220V RESETABLE,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLBULB158,ELECTR,EACH,LIGHT BULBS 12V 3W,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLDTTE291,ELECTR,EACH,TELE CONTACTORS 4KW,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELLF2FAI176,ELECTR,EACH,L2FA INDICATOR LAMPS,E99,E99,099,OBS,,0,0,0,0
ES,ELLG16A324,ELECTR,EACH,LG 16AMP SP MCBS,E99,E99,099,OBS,BO01,0,0,0,0
ES,ELLG6AS323,ELECTR,EACH,LG.6AMP SP MCBS,E99,E99,099,OBS,Unknown,0,0,0,0
ES,ELLIGB15151,ELECTR,EACH,LIGHT BULBS 24V 15W,E99,E99,099,OBS,Unknown,0,0,0,0
